T,S,D
13-Jul-2016 16:40:00,6.05035,314.8659
13-Jul-2016 16:50:00,5.996753,314.2796
13-Jul-2016 17:00:00,6.214906,316.9
13-Jul-2016 17:10:00,6.33474,316.7894
13-Jul-2016 17:20:00,6.199472,318.0022
13-Jul-2016 17:30:00,5.795421,320.6551
13-Jul-2016 17:40:00,5.653178,317.8584
13-Jul-2016 17:50:00,5.798832,320.7463
13-Jul-2016 18:00:00,5.167139,322.4324
13-Jul-2016 18:10:00,5.146124,320.3486
13-Jul-2016 18:20:00,5.267251,321.9136
13-Jul-2016 18:30:00,5.494881,322.4041
13-Jul-2016 18:40:00,5.188884,318.2829
13-Jul-2016 18:50:00,4.994444,317.9509
13-Jul-2016 19:00:00,5.023563,324.2588
13-Jul-2016 19:10:00,4.631616,320.4199
13-Jul-2016 19:20:00,4.269025,328.7029
13-Jul-2016 19:30:00,4.948272,329.4449
13-Jul-2016 19:40:00,4.803072,333.8311
13-Jul-2016 19:50:00,4.403325,329.4689
13-Jul-2016 20:00:00,4.283288,330.3766
13-Jul-2016 20:10:00,3.827848,336.3665
13-Jul-2016 20:20:00,3.620094,338.6482
13-Jul-2016 20:30:00,3.312924,344.3804
13-Jul-2016 20:40:00,3.211487,343.7223
13-Jul-2016 20:50:00,3.298533,344.7591
13-Jul-2016 21:00:00,3.105303,345.3888
13-Jul-2016 21:10:00,2.745532,340.6712
13-Jul-2016 21:20:00,3.787677,325.0108
13-Jul-2016 21:30:00,3.482377,332.4167
13-Jul-2016 21:40:00,3.328949,328.4576
13-Jul-2016 21:50:00,3.363919,325.4337
13-Jul-2016 22:00:00,2.90204,332.1089
13-Jul-2016 22:10:00,2.661686,339.1049
13-Jul-2016 22:20:00,2.924904,350.2365
13-Jul-2016 22:30:00,3.08301,349.6845
13-Jul-2016 22:40:00,2.939401,347.9813
13-Jul-2016 22:50:00,2.756243,348.4022
13-Jul-2016 23:00:00,2.657211,339.6771
13-Jul-2016 23:10:00,3.026553,339.1998
13-Jul-2016 23:20:00,3.076656,333.2221
13-Jul-2016 23:30:00,3.273643,344.6611
13-Jul-2016 23:40:00,3.275442,350.0667
13-Jul-2016 23:50:00,3.241026,348.7562
14-Jul-2016 00:00:00,3.229181,347.688
14-Jul-2016 00:10:00,3.355186,351.8692
14-Jul-2016 00:20:00,4.216799,357.8903
14-Jul-2016 00:30:00,4.156002,355.5556
14-Jul-2016 00:40:00,4.585087,357.644
14-Jul-2016 00:50:00,4.695606,7.007999
14-Jul-2016 01:00:00,3.271085,6.242469
14-Jul-2016 01:10:00,3.140378,347.4851
14-Jul-2016 01:20:00,2.820939,344.7083
14-Jul-2016 01:30:00,3.088291,334.0719
14-Jul-2016 01:40:00,5.613447,339.3642
14-Jul-2016 01:50:00,4.678866,338.6169
14-Jul-2016 02:00:00,3.893545,332.2931
14-Jul-2016 02:10:00,3.513756,332.9924
14-Jul-2016 02:20:00,4.371269,328.8766
14-Jul-2016 02:30:00,5.061889,327.5628
14-Jul-2016 02:40:00,4.66925,330.6072
14-Jul-2016 02:50:00,5.227413,332.8023
14-Jul-2016 03:00:00,4.78624,332.9433
14-Jul-2016 03:10:00,4.721757,333.3761
14-Jul-2016 03:20:00,4.686103,331.5122
14-Jul-2016 03:30:00,4.895724,332.3871
14-Jul-2016 03:40:00,4.867789,332.5918
14-Jul-2016 03:50:00,4.431876,336.3647
14-Jul-2016 04:00:00,4.143522,341.4419
14-Jul-2016 04:10:00,3.862743,340.4813
14-Jul-2016 04:20:00,3.667553,345.4923
14-Jul-2016 04:30:00,2.997067,343.081
14-Jul-2016 04:40:00,2.740532,340.5649
14-Jul-2016 04:50:00,3.350879,329.1021
14-Jul-2016 05:00:00,3.679224,334.076
14-Jul-2016 05:10:00,3.052112,334.1364
14-Jul-2016 05:20:00,3.058088,335.3348
14-Jul-2016 05:30:00,3.605963,331.1744
14-Jul-2016 05:40:00,4.26229,329.8781
14-Jul-2016 05:50:00,5.728712,323.7496
14-Jul-2016 06:00:00,5.982723,320.204
14-Jul-2016 06:10:00,5.829657,320.0121
14-Jul-2016 06:20:00,5.592539,318.7477
14-Jul-2016 06:30:00,6.138845,316.0119
14-Jul-2016 06:40:00,5.463973,314.7241
14-Jul-2016 06:50:00,6.386353,314.7647
14-Jul-2016 07:00:00,6.252908,321.4917
14-Jul-2016 07:10:00,6.047552,318.9884
14-Jul-2016 07:20:00,5.752159,321.4225
14-Jul-2016 07:30:00,5.456376,316.3837
14-Jul-2016 07:40:00,5.495421,312.4896
14-Jul-2016 07:50:00,5.253521,313.4312
14-Jul-2016 08:00:00,5.531895,310.8735
14-Jul-2016 08:10:00,5.88678,313.1046
14-Jul-2016 08:20:00,5.406872,321.3594
14-Jul-2016 08:30:00,4.771691,315.8976
14-Jul-2016 08:40:00,4.441652,313.6948
14-Jul-2016 08:50:00,4.994831,319.2563
14-Jul-2016 09:00:00,4.575149,318.7741
14-Jul-2016 09:10:00,4.912464,321.5615
14-Jul-2016 09:20:00,5.290389,320.4502
14-Jul-2016 09:30:00,5.2325,319.5764
14-Jul-2016 09:40:00,5.217628,322.5835
14-Jul-2016 09:50:00,4.857296,321.9606
14-Jul-2016 10:00:00,4.628366,323.4528
14-Jul-2016 10:10:00,4.332091,321.9586
14-Jul-2016 10:20:00,4.558115,330.0643
14-Jul-2016 10:30:00,4.987472,326.7215
14-Jul-2016 10:40:00,4.547096,317.4656
14-Jul-2016 10:50:00,4.771786,312.9308
14-Jul-2016 11:00:00,5.16433,314.577
14-Jul-2016 11:10:00,5.06497,318.8321
14-Jul-2016 11:20:00,4.533792,319.3296
14-Jul-2016 11:30:00,4.764645,311.4068
14-Jul-2016 11:40:00,4.938602,315.0868
14-Jul-2016 11:50:00,4.990319,315.4741
14-Jul-2016 12:00:00,4.948357,315.0592
14-Jul-2016 12:10:00,4.57127,319.6525
14-Jul-2016 12:20:00,5.540411,315.8872
14-Jul-2016 12:30:00,5.32082,316.155
14-Jul-2016 12:40:00,5.241349,315.4617
14-Jul-2016 12:50:00,5.522895,315.5405
14-Jul-2016 13:00:00,5.29713,313.6453
14-Jul-2016 13:10:00,5.611711,314.8544
14-Jul-2016 13:20:00,5.321465,312.5522
14-Jul-2016 13:30:00,5.104719,313.2485
14-Jul-2016 13:40:00,5.291261,312.5367
14-Jul-2016 13:50:00,5.005561,315.2924
14-Jul-2016 14:00:00,5.369471,316.2602
14-Jul-2016 14:10:00,5.929454,319.2189
14-Jul-2016 14:20:00,5.738904,322.5434
14-Jul-2016 14:30:00,5.919061,324.1361
14-Jul-2016 14:40:00,5.236097,322.892
14-Jul-2016 14:50:00,5.289666,326.0732
14-Jul-2016 15:00:00,5.095179,326.4583
14-Jul-2016 15:10:00,5.038539,318.9439
14-Jul-2016 15:20:00,5.346779,318.6364
14-Jul-2016 15:30:00,5.147742,316.7245
14-Jul-2016 15:40:00,5.369492,316.5382
14-Jul-2016 15:50:00,5.168094,315.3417
14-Jul-2016 16:00:00,5.209314,310.3257
14-Jul-2016 16:10:00,4.733889,312.1895
14-Jul-2016 16:20:00,5.449223,314.3044
14-Jul-2016 16:30:00,5.236555,314.3922
14-Jul-2016 16:40:00,5.282564,312.4599
14-Jul-2016 16:50:00,5.587908,312.5871
14-Jul-2016 17:00:00,5.413991,307.3173
14-Jul-2016 17:10:00,5.413414,310.5091
14-Jul-2016 17:20:00,5.053766,308.248
14-Jul-2016 17:30:00,5.16572,313.103
14-Jul-2016 17:40:00,5.301403,317.0254
14-Jul-2016 17:50:00,4.859079,322.1268
14-Jul-2016 18:00:00,4.495667,315.8618
14-Jul-2016 18:10:00,4.01194,315.6742
14-Jul-2016 18:20:00,3.831843,318.8574
14-Jul-2016 18:30:00,3.457595,322.3944
14-Jul-2016 18:40:00,3.386308,327.3822
14-Jul-2016 18:50:00,2.986643,331.9374
14-Jul-2016 19:00:00,3.05066,343.2455
14-Jul-2016 19:10:00,2.959728,323.609
14-Jul-2016 19:20:00,3.407816,316.7305
14-Jul-2016 19:30:00,3.49416,318.2534
14-Jul-2016 19:40:00,3.659822,316.6904
14-Jul-2016 19:50:00,2.965169,320.3102
14-Jul-2016 20:00:00,2.404023,321.125
14-Jul-2016 20:10:00,2.482321,321.1296
14-Jul-2016 20:20:00,2.161198,315.6861
14-Jul-2016 20:30:00,1.696869,318.0366
14-Jul-2016 20:40:00,1.276298,316.6745
14-Jul-2016 20:50:00,0.8944361,346.0087
14-Jul-2016 21:00:00,0.7235438,345.7924
14-Jul-2016 21:10:00,0.8651323,359.1741
14-Jul-2016 21:20:00,0.8073068,15.30952
14-Jul-2016 21:30:00,1.067938,78.4311
14-Jul-2016 21:40:00,1.117821,89.9575
14-Jul-2016 21:50:00,0.9563972,71.32782
14-Jul-2016 22:00:00,0.3776922,127.4698
14-Jul-2016 22:10:00,0.5967957,36.59518
14-Jul-2016 22:20:00,0.867322,60.3839
14-Jul-2016 22:30:00,0.8940446,53.38412
14-Jul-2016 22:40:00,0.6765436,54.05655
14-Jul-2016 22:50:00,0.5340646,58.30358
14-Jul-2016 23:00:00,0.8452219,105.8274
14-Jul-2016 23:10:00,1.007919,117.2992
14-Jul-2016 23:20:00,0.9419979,124.3474
14-Jul-2016 23:30:00,0.850121,125.5626
14-Jul-2016 23:40:00,1.376671,131.9626
14-Jul-2016 23:50:00,1.246451,135.1855
15-Jul-2016 00:00:00,1.436755,133.3697
15-Jul-2016 00:10:00,1.422148,140.5274
15-Jul-2016 00:20:00,1.10503,151.5825
15-Jul-2016 00:30:00,1.14962,136.7175
15-Jul-2016 00:40:00,1.396912,139.8168
15-Jul-2016 00:50:00,1.341915,205.3158
15-Jul-2016 01:00:00,1.89786,217.2571
15-Jul-2016 01:10:00,2.003902,212.3484
15-Jul-2016 01:20:00,2.448829,208.2828
15-Jul-2016 01:30:00,2.229491,203.3874
15-Jul-2016 01:40:00,1.710184,169.6091
15-Jul-2016 01:50:00,1.619414,183.8799
15-Jul-2016 02:00:00,2.468796,203.5394
15-Jul-2016 02:10:00,3.054732,202.3253
15-Jul-2016 02:20:00,3.581604,202.619
15-Jul-2016 02:30:00,3.498514,203.412
15-Jul-2016 02:40:00,4.212136,203.2156
15-Jul-2016 02:50:00,2.855792,202.3348
15-Jul-2016 03:00:00,2.201047,199.4149
15-Jul-2016 03:10:00,2.24632,178.1617
15-Jul-2016 03:20:00,2.16288,183.204
15-Jul-2016 03:30:00,2.375361,179.494
15-Jul-2016 03:40:00,2.369934,178.3746
15-Jul-2016 03:50:00,2.529271,174.5205
15-Jul-2016 04:00:00,2.171811,176.0001
15-Jul-2016 04:10:00,2.12175,182.9308
15-Jul-2016 04:20:00,2.608345,186.4395
15-Jul-2016 04:30:00,2.99965,174.2023
15-Jul-2016 04:40:00,3.318599,162.5073
15-Jul-2016 04:50:00,3.07275,155.1116
15-Jul-2016 05:00:00,3.158737,154.3166
15-Jul-2016 05:10:00,3.24525,146.5241
15-Jul-2016 05:20:00,3.422762,132.7011
15-Jul-2016 05:30:00,3.924711,123.263
15-Jul-2016 05:40:00,3.114326,166.4235
15-Jul-2016 05:50:00,3.519542,160.5851
15-Jul-2016 06:00:00,3.55761,156.5401
15-Jul-2016 06:10:00,4.292046,154.2852
15-Jul-2016 06:20:00,4.092834,150.2462
15-Jul-2016 06:30:00,4.44545,154.621
15-Jul-2016 06:40:00,4.956426,153.4859
15-Jul-2016 06:50:00,5.394724,148.6279
15-Jul-2016 07:00:00,5.873472,148.8451
15-Jul-2016 07:10:00,5.702002,148.1357
15-Jul-2016 07:20:00,6.123967,148.795
15-Jul-2016 07:30:00,5.70373,146.3129
15-Jul-2016 07:40:00,6.029554,149.0475
15-Jul-2016 07:50:00,5.676177,153.0749
15-Jul-2016 08:00:00,6.085979,155.4899
15-Jul-2016 08:10:00,6.139574,152.8038
15-Jul-2016 08:20:00,6.620208,153.3449
15-Jul-2016 08:30:00,6.561169,153.0789
15-Jul-2016 08:40:00,6.854926,155.3321
15-Jul-2016 08:50:00,6.577708,160.3065
15-Jul-2016 09:00:00,7.091106,157.9881
15-Jul-2016 09:10:00,7.623785,158.0174
15-Jul-2016 09:20:00,7.222332,156.6162
15-Jul-2016 09:30:00,7.037919,157.7007
15-Jul-2016 09:40:00,7.310672,161.8475
15-Jul-2016 09:50:00,7.357502,162.8525
15-Jul-2016 10:00:00,7.714436,163.2968
15-Jul-2016 10:10:00,7.289428,164.1124
15-Jul-2016 10:20:00,8.01105,162.8785
15-Jul-2016 10:30:00,7.248127,162.318
15-Jul-2016 10:40:00,7.332455,158.8933
15-Jul-2016 10:50:00,7.541823,161.5745
15-Jul-2016 11:00:00,7.347114,164.8148
15-Jul-2016 11:10:00,7.504501,164.2055
15-Jul-2016 11:20:00,8.41752,164.405
15-Jul-2016 11:30:00,7.051948,163.0111
15-Jul-2016 11:40:00,6.784133,157.1582
15-Jul-2016 11:50:00,7.691144,158.9488
15-Jul-2016 12:00:00,7.170244,159.956
15-Jul-2016 12:10:00,8.503272,165.1059
15-Jul-2016 12:20:00,8.10888,165.0096
15-Jul-2016 12:30:00,7.286232,157.8395
15-Jul-2016 12:40:00,7.778288,157.0658
15-Jul-2016 12:50:00,7.641664,156.1266
15-Jul-2016 13:00:00,7.88272,155.1443
15-Jul-2016 13:10:00,8.458866,156.063
15-Jul-2016 13:20:00,6.573073,155.5177
15-Jul-2016 13:30:00,0,157.7391
15-Jul-2016 13:40:00,7.477827,152.1004
15-Jul-2016 13:50:00,7.363359,146.5474
15-Jul-2016 14:00:00,7.356957,147.1651
15-Jul-2016 14:10:00,8.293292,150.945
15-Jul-2016 14:20:00,7.430552,139.6875
15-Jul-2016 14:30:00,7.108359,142.4673
15-Jul-2016 14:40:00,7.489626,146.2572
15-Jul-2016 14:50:00,7.48454,152.6235
15-Jul-2016 15:00:00,6.846692,156.3036
15-Jul-2016 15:10:00,7.074153,153.7665
15-Jul-2016 15:20:00,7.206291,153.8012
15-Jul-2016 15:30:00,7.480414,152.5316
15-Jul-2016 15:40:00,7.192801,153.674
15-Jul-2016 15:50:00,7.253772,151.5649
15-Jul-2016 16:00:00,7.163956,151.2578
15-Jul-2016 16:10:00,7.941372,152.6663
15-Jul-2016 16:20:00,7.653504,152.7011
15-Jul-2016 16:30:00,7.162796,157.9668
15-Jul-2016 16:40:00,7.939104,151.8326
15-Jul-2016 16:50:00,8.139705,158.5816
15-Jul-2016 17:00:00,8.435723,159.4764
15-Jul-2016 17:10:00,8.159719,163.7289
15-Jul-2016 17:20:00,7.009341,170.5233
15-Jul-2016 17:30:00,5.447565,173.6821
15-Jul-2016 17:40:00,3.757293,191.227
15-Jul-2016 17:50:00,4.306269,200.3696
15-Jul-2016 18:00:00,5.125497,202.8545
15-Jul-2016 18:10:00,4.177627,201.5839
15-Jul-2016 18:20:00,4.145083,208.1714
15-Jul-2016 18:30:00,4.035125,222.4459
15-Jul-2016 18:40:00,3.107691,235.8553
15-Jul-2016 18:50:00,5.608481,249.0434
15-Jul-2016 19:00:00,9.221169,263.4815
15-Jul-2016 19:10:00,11.0167,258.7176
15-Jul-2016 19:20:00,11.18173,259.3505
15-Jul-2016 19:30:00,11.68029,259.2699
15-Jul-2016 19:40:00,11.42835,259.4351
15-Jul-2016 19:50:00,11.43935,263.2131
15-Jul-2016 20:00:00,10.63566,262.0314
15-Jul-2016 20:10:00,10.32134,265.017
15-Jul-2016 20:20:00,11.15238,265.467
15-Jul-2016 20:30:00,11.1663,262.307
15-Jul-2016 20:40:00,11.28205,258.2778
15-Jul-2016 20:50:00,11.96974,257.185
15-Jul-2016 21:00:00,11.18191,257.373
15-Jul-2016 21:10:00,11.10447,258.0848
15-Jul-2016 21:20:00,11.10289,257.3522
15-Jul-2016 21:30:00,11.53872,256.621
15-Jul-2016 21:40:00,11.48921,258.4647
15-Jul-2016 21:50:00,11.05941,257.0752
15-Jul-2016 22:00:00,10.66715,256.5982
15-Jul-2016 22:10:00,10.30776,256.1691
15-Jul-2016 22:20:00,9.940405,257.2977
15-Jul-2016 22:30:00,10.09776,256.9699
15-Jul-2016 22:40:00,10.56489,256.4628
15-Jul-2016 22:50:00,10.98181,256.7552
15-Jul-2016 23:00:00,12.90524,264.0721
15-Jul-2016 23:10:00,11.33781,263.1162
15-Jul-2016 23:20:00,10.64509,260.2629
15-Jul-2016 23:30:00,10.77934,259.0352
15-Jul-2016 23:40:00,10.45264,258.7107
15-Jul-2016 23:50:00,9.339318,257.4962
16-Jul-2016 00:00:00,8.739887,262.1265
16-Jul-2016 00:10:00,9.16092,261.7242
16-Jul-2016 00:20:00,9.395576,259.1996
16-Jul-2016 00:30:00,10.44099,260.3519
16-Jul-2016 00:40:00,10.36549,259.9201
16-Jul-2016 00:50:00,9.975885,258.5454
16-Jul-2016 01:00:00,10.15957,260.5836
16-Jul-2016 01:10:00,8.602557,255.394
16-Jul-2016 01:20:00,7.24661,251.1
16-Jul-2016 01:30:00,8.452792,254.6466
16-Jul-2016 01:40:00,6.961454,249.5659
16-Jul-2016 01:50:00,7.946408,247.0418
16-Jul-2016 02:00:00,9.835254,251.9286
16-Jul-2016 02:10:00,10.04049,255.0895
16-Jul-2016 02:20:00,10.44674,253.6252
16-Jul-2016 02:30:00,9.68643,250.9289
16-Jul-2016 02:40:00,10.60301,255.0374
16-Jul-2016 02:50:00,10.86331,253.6668
16-Jul-2016 03:00:00,10.08588,253.1727
16-Jul-2016 03:10:00,11.14281,255.2968
16-Jul-2016 03:20:00,10.68992,253.6392
16-Jul-2016 03:30:00,12.02937,256.8718
16-Jul-2016 03:40:00,10.75083,255.1908
16-Jul-2016 03:50:00,11.92704,256.5349
16-Jul-2016 04:00:00,11.64218,256.5003
16-Jul-2016 04:10:00,10.76487,252.4198
16-Jul-2016 04:20:00,12.25741,256.2654
16-Jul-2016 04:30:00,11.59163,253.6003
16-Jul-2016 04:40:00,12.29258,255.8274
16-Jul-2016 04:50:00,13.54679,259.0366
16-Jul-2016 05:00:00,13.78967,260.1352
16-Jul-2016 05:10:00,12.63585,260.0902
16-Jul-2016 05:20:00,13.69755,259.3671
16-Jul-2016 05:30:00,13.09215,258.1402
16-Jul-2016 05:40:00,11.85621,259.2616
16-Jul-2016 05:50:00,10.42362,256.455
16-Jul-2016 06:00:00,11.28928,255.7644
16-Jul-2016 06:10:00,11.50946,256.958
16-Jul-2016 06:20:00,10.62904,254.0369
16-Jul-2016 06:30:00,11.97964,257.5511
16-Jul-2016 06:40:00,9.21432,256.9631
16-Jul-2016 06:50:00,11.19011,262.9651
16-Jul-2016 07:00:00,12.10209,261.7392
16-Jul-2016 07:10:00,12.76093,259.9056
16-Jul-2016 07:20:00,11.61084,261.8625
16-Jul-2016 07:30:00,12.02261,259.0351
16-Jul-2016 07:40:00,10.5417,260.8033
16-Jul-2016 07:50:00,10.99451,260.4992
16-Jul-2016 08:00:00,12.33902,264.8277
16-Jul-2016 08:10:00,12.66584,263.1054
16-Jul-2016 08:20:00,13.99625,264.8657
16-Jul-2016 08:30:00,13.99822,266.6194
16-Jul-2016 08:40:00,12.14659,265.8136
16-Jul-2016 08:50:00,12.57595,266.9649
16-Jul-2016 09:00:00,11.47664,262.9091
16-Jul-2016 09:10:00,12.41401,264.4181
16-Jul-2016 09:20:00,11.50996,268.7315
16-Jul-2016 09:30:00,11.78115,268.9704
16-Jul-2016 09:40:00,12.77586,265.3698
16-Jul-2016 09:50:00,12.27864,265.6049
16-Jul-2016 10:00:00,12.12854,265.1316
16-Jul-2016 10:10:00,12.63341,265.7429
16-Jul-2016 10:20:00,12.60144,263.8883
16-Jul-2016 10:30:00,12.8504,264.9482
16-Jul-2016 10:40:00,13.23009,264.5664
16-Jul-2016 10:50:00,11.3671,263.3234
16-Jul-2016 11:00:00,11.52495,261.1626
16-Jul-2016 11:10:00,10.44519,260.22
16-Jul-2016 11:20:00,11.29189,259.1005
16-Jul-2016 11:30:00,11.77989,258.7343
16-Jul-2016 11:40:00,10.90888,259.5827
16-Jul-2016 11:50:00,11.4214,262.3119
16-Jul-2016 12:00:00,11.47182,262.9305
16-Jul-2016 12:10:00,10.858,256.1873
16-Jul-2016 12:20:00,10.28037,255.8407
16-Jul-2016 12:30:00,9.570926,260.1549
16-Jul-2016 12:40:00,10.47864,261.1977
16-Jul-2016 12:50:00,10.07457,259.185
16-Jul-2016 13:00:00,10.2119,261.9595
16-Jul-2016 13:10:00,9.900645,260.688
16-Jul-2016 13:20:00,10.13439,256.8714
16-Jul-2016 13:30:00,12.06128,259.2852
16-Jul-2016 13:40:00,11.26856,258.4476
16-Jul-2016 13:50:00,10.70439,257.1517
16-Jul-2016 14:00:00,11.00548,257.2036
16-Jul-2016 14:10:00,9.851344,255.1877
16-Jul-2016 14:20:00,10.67692,256.8342
16-Jul-2016 14:30:00,10.49134,256.1145
16-Jul-2016 14:40:00,9.684859,254.6079
16-Jul-2016 14:50:00,10.93692,256.8544
16-Jul-2016 15:00:00,9.305847,253.9178
16-Jul-2016 15:10:00,7.985031,248.4159
16-Jul-2016 15:20:00,9.798747,255.7863
16-Jul-2016 15:30:00,10.07901,256.2817
16-Jul-2016 15:40:00,11.74846,258.4024
16-Jul-2016 15:50:00,11.13001,259.5147
16-Jul-2016 16:00:00,11.3271,257.6487
16-Jul-2016 16:10:00,11.84784,262.2487
16-Jul-2016 16:20:00,10.37133,263.7163
16-Jul-2016 16:30:00,10.24703,262.1483
16-Jul-2016 16:40:00,10.9514,263.6131
16-Jul-2016 16:50:00,11.66173,266.4076
16-Jul-2016 17:00:00,11.88178,265.6897
16-Jul-2016 17:10:00,10.47521,267.2137
16-Jul-2016 17:20:00,10.64666,268.1563
16-Jul-2016 17:30:00,10.70093,270.2442
16-Jul-2016 17:40:00,10.7831,268.5288
16-Jul-2016 17:50:00,10.3361,270.9199
16-Jul-2016 18:00:00,11.24592,268.3242
16-Jul-2016 18:10:00,9.565308,267.317
16-Jul-2016 18:20:00,9.824351,265.3099
16-Jul-2016 18:30:00,8.973719,266.9775
16-Jul-2016 18:40:00,8.633192,268.7787
16-Jul-2016 18:50:00,8.403286,271.2388
16-Jul-2016 19:00:00,9.094404,269.5424
16-Jul-2016 19:10:00,8.829847,268.2437
16-Jul-2016 19:20:00,8.943974,265.2499
16-Jul-2016 19:30:00,8.95597,262.8121
16-Jul-2016 19:40:00,9.335864,264.2368
16-Jul-2016 19:50:00,9.890777,263.9727
16-Jul-2016 20:00:00,9.646683,264.1783
16-Jul-2016 20:10:00,9.319068,261.3367
16-Jul-2016 20:20:00,9.31531,259.6382
16-Jul-2016 20:30:00,8.969569,259.6897
16-Jul-2016 20:40:00,9.695015,259.5744
16-Jul-2016 20:50:00,9.825998,260.2978
16-Jul-2016 21:00:00,10.75319,262.7058
16-Jul-2016 21:10:00,10.8199,267.2815
16-Jul-2016 21:20:00,10.53422,266.3549
16-Jul-2016 21:30:00,9.489984,265.738
16-Jul-2016 21:40:00,9.168633,263.748
16-Jul-2016 21:50:00,9.727762,264.9706
16-Jul-2016 22:00:00,8.705769,264.1924
16-Jul-2016 22:10:00,8.869415,261.432
16-Jul-2016 22:20:00,9.964504,273.3183
16-Jul-2016 22:30:00,9.812992,265.1185
16-Jul-2016 22:40:00,8.822354,264.0567
16-Jul-2016 22:50:00,7.842469,255.3987
16-Jul-2016 23:00:00,8.306662,252.4666
16-Jul-2016 23:10:00,7.365154,251.6664
16-Jul-2016 23:20:00,7.173436,260.4597
16-Jul-2016 23:30:00,7.794586,259.3724
16-Jul-2016 23:40:00,7.670475,261.3798
16-Jul-2016 23:50:00,7.731616,266.7143
17-Jul-2016 00:00:00,7.095716,270.5752
17-Jul-2016 00:10:00,7.382337,268.4043
17-Jul-2016 00:20:00,7.146251,262.0577
17-Jul-2016 00:30:00,7.337278,264.5196
17-Jul-2016 00:40:00,7.021722,264.9539
17-Jul-2016 00:50:00,7.156056,266.2913
17-Jul-2016 01:00:00,6.326191,268.9867
17-Jul-2016 01:10:00,7.158692,268.4525
17-Jul-2016 01:20:00,8.004361,264.7101
17-Jul-2016 01:30:00,7.647229,266.0777
17-Jul-2016 01:40:00,7.563691,264.5173
17-Jul-2016 01:50:00,6.46535,267.3952
17-Jul-2016 02:00:00,5.273547,279.9928
17-Jul-2016 02:10:00,4.982496,277.1099
17-Jul-2016 02:20:00,5.950281,267.5125
17-Jul-2016 02:30:00,6.598535,264.7741
17-Jul-2016 02:40:00,6.721275,262.5193
17-Jul-2016 02:50:00,6.598204,261.5256
17-Jul-2016 03:00:00,6.159544,262.2624
17-Jul-2016 03:10:00,6.064752,257.7427
17-Jul-2016 03:20:00,5.736448,257.0422
17-Jul-2016 03:30:00,5.666634,256.4253
17-Jul-2016 03:40:00,4.683286,253.6519
17-Jul-2016 03:50:00,4.557658,253.3295
17-Jul-2016 04:00:00,4.566299,251.7391
17-Jul-2016 04:10:00,4.232029,247.9904
17-Jul-2016 04:20:00,4.273976,243.14
17-Jul-2016 04:30:00,5.633994,254.6488
17-Jul-2016 04:40:00,6.349005,257.595
17-Jul-2016 04:50:00,6.727492,259.3148
17-Jul-2016 05:00:00,6.552427,260.8803
17-Jul-2016 05:10:00,5.501229,266.8218
17-Jul-2016 05:20:00,5.800626,271.7412
17-Jul-2016 05:30:00,6.491809,266.9051
17-Jul-2016 05:40:00,5.891211,272.9182
17-Jul-2016 05:50:00,5.277482,269.6895
17-Jul-2016 06:00:00,4.879952,270.7477
17-Jul-2016 06:10:00,5.329648,274.3319
17-Jul-2016 06:20:00,5.503479,275.1503
17-Jul-2016 06:30:00,4.972568,275.1277
17-Jul-2016 06:40:00,5.192126,275.8948
17-Jul-2016 06:50:00,5.554947,274.6847
17-Jul-2016 07:00:00,5.701036,273.1761
17-Jul-2016 07:10:00,5.987177,274.7129
17-Jul-2016 07:20:00,5.654264,277.9631
17-Jul-2016 07:30:00,5.393348,284.4182
17-Jul-2016 07:40:00,5.129052,284.6036
17-Jul-2016 07:50:00,5.306307,281.4754
17-Jul-2016 08:00:00,6.121066,276.6863
17-Jul-2016 08:10:00,6.054097,280.26
17-Jul-2016 08:20:00,5.743227,282.9953
17-Jul-2016 08:30:00,6.184778,280.9586
17-Jul-2016 08:40:00,5.893251,283.5482
17-Jul-2016 08:50:00,5.700017,285.1276
17-Jul-2016 09:00:00,5.930602,281.9877
17-Jul-2016 09:10:00,5.367543,283.5067
17-Jul-2016 09:20:00,5.920804,285.8727
17-Jul-2016 09:30:00,5.965356,285.5301
17-Jul-2016 09:40:00,5.33228,282.2247
17-Jul-2016 09:50:00,6.319799,287.2236
17-Jul-2016 10:00:00,6.073266,287.4179
17-Jul-2016 10:10:00,5.645084,286.9181
17-Jul-2016 10:20:00,5.253243,286.1968
17-Jul-2016 10:30:00,5.688212,286.0225
17-Jul-2016 10:40:00,5.193095,286.128
17-Jul-2016 10:50:00,5.198271,288.4447
17-Jul-2016 11:00:00,5.193329,292.7878
17-Jul-2016 11:10:00,5.47284,295.9991
17-Jul-2016 11:20:00,5.121975,294.5185
17-Jul-2016 11:30:00,5.285719,294.5492
17-Jul-2016 11:40:00,5.254151,291.8549
17-Jul-2016 11:50:00,4.485952,308.2076
17-Jul-2016 12:00:00,4.291174,294.317
17-Jul-2016 12:10:00,4.744006,285.0558
17-Jul-2016 12:20:00,5.744595,287.1904
17-Jul-2016 12:30:00,5.004648,287.5774
17-Jul-2016 12:40:00,4.509307,289.1946
17-Jul-2016 12:50:00,4.65796,299.1788
17-Jul-2016 13:00:00,4.400959,297.5142
17-Jul-2016 13:10:00,4.488236,296.4328
17-Jul-2016 13:20:00,4.851447,298.2971
17-Jul-2016 13:30:00,4.8045,294.826
17-Jul-2016 13:40:00,4.578555,297.195
17-Jul-2016 13:50:00,4.618963,305.5858
17-Jul-2016 14:00:00,5.066636,305.0331
